category	title	review
Kitchen	Zebra DNA Luxfer L6X Aluminum CO2 Tanks with CGA320 on/off Valve	Get the tank and have it replaced from a diy home brew shops
Kitchen	Kalorik Stainless Steel Egg Cooker, Black/Stainless Steel	I never got the product to work.
Jewelry	BodyJ4You Bracelet Crystal Balls, Pave Ball 7 Disco Balls	The cord began to unravel after wearing it for four days.
Kitchen	MSC Joie Simply Slice Strawberry Slicer	Can't believe how fast I can get my berries ready now. I have the stem puller and now this to slice. Makes everything so fast. The blades are stainless steel and very sharp…..built very well. Worth the money. Being 71 and my hands are stiff from arthritis this really helps me a lot.
Kitchen	Trudeau Fuel Glacier Food Container, Orange	These containers are absolute garbage. We bought two, after 2 months the lid for the first one had a crack running down the centre, after 3 months the second one has multiple cracks. We're left with two bottoms, and no workable lids, unless you want Styrofoam in your food.
Jewelry	Imixlot® Wide Black Leather Belt Cuff Wrist Band Rock & Roll	Great movie! great condition
Kitchen	Frozen Sisters Edible Cake Topper for Cakes Cookies and Cupcakes	Very easy to use turned out great.
Kitchen	Utenlid Acrylic Square Stacked Party Cupcake Stand	Was broken when I got it!! Waste of money!
Jewelry	925 Sterling Silver Rhodium Plated Mouse Cubic Zirconia Screwback Baby Girls Earrings	Really cute, the back screw does come off here and there, but is my super active toddler who has them on.
Jewelry	Handmade Sterling Silver, Red Coral & Turquoise Bead French Wire Earrings	I have a necklace with the same color pattern, so I got these to go with-so happy, works well!
Kitchen	Ninja Master Prep	Love how fast it works!  Not to loud and my daughter loves the smoothies we make with it!
Jewelry	925 Sterling Silver Pink Cubic Zirconia Solitaire Pendant Combo Necklace, Earring and Rolo Chain	It was not a hit pink that i wanted and the jewl broke out after wearing it for a month. I didnt like it as well as i thought i would.
Jewelry	"KONOV Wide Genuine Leather Mens Bangle Cuff Bracelet, Punk Rock, Fits 7.5"" to 9"", Black"	Terrible
Jewelry	"Pair of Double Flare Genuine Amethyst Stone Organic Ear Plugs 10G-1"" Gauge"	Got them way faster than expected I was content with the product only thing is the color is lighter than the picture I wanted dark gauges
Kitchen	Back to Basics 4 Cup Holders	they were exactly what I was looking for...and they were shipped to us so quick.  Thanks,
Jewelry	16G, 14G Professional Piercing Kit 36 Pieces (Belly Rings Dangle Tongue Tragus Eyebrow Nipple Lip Nose)	love it!
Jewelry	Nipple Rings no piercing pair Non-Piercing Clip On Nipple Ring Tribal Floral Pai	These are really pretty. However, if you have nipples bigger then a pencil eraser, this will not fit very well. It is cheap metal and will break if you bend it to roughly.
Kitchen	Hamilton Beach 56206 Smoothie Smart Blender	Unit leaked out of top spout and cap was very difficult to remove. returned for a refund
Kitchen	HeroNeo® 20pc Stainless Star Heart Flower Cookie Fruit Cutter Sporting Shape Biscuit Mold	brand new and received free coasters
Jewelry	Leegoal Multi Vintage Colorful Crystal Peacock Bracelet Bangle	Very pretty, fits well
Kitchen	PUR 18 Cup Dispenser with One Pitcher Filter	Very happy with this purchase. The water quality where we live isn't the best, it tastes horrible! After reading all the reviews between Pur and Brita, we decided on the Pur due to its high rankings, ability to clean and great tasting water. And we couldn't be happier with our choice. This is a great choice! It's slim profile takes up minimal room in the fridge while holding substantial water. The quality of the water is amazing, it tastes great! Overall, I wouldn't hesitate to purchase again.
Jewelry	Plumeria Flower Mood Necklace	I love mood jewelry. I put the charm on a plain silver necklace and wear it just about everyday. I've never had a problem with mood jewelry changing colors and this one is no different. The colors are beautiful and I love wearing it.
Jewelry	"Sterling Silver Family Infinity Pendant Necklace, 18"""	Beautiful  !!! I love it Thank you :) ♡♡♡♡
Kitchen	DUXTOP 1800-Watt Portable Induction Cooktop Countertop Burner	Really works great
Kitchen	Breville BEW600XL Hot Wok	I was blown away by this device.  I expected something good, but received something beyond my expectations.  We've used this wok several times and have been totally satisfied with the results, each time.
Jewelry	Oxford Ivy Braided Dark Brown Leather Mens Bracelet 8 mm 8 1/2 inches with Locking Stainless Steel Clasp	great. Came quick and was very inexpensive
Jewelry	Bangle Bracelet with 3 rows of Sparkly Bling Bling Crystal Rhinestones	I have purchased 2 of these so far. I like them so much, will go back and buy lots more for gifts and for myself.
Jewelry	316L Surgical Steel Bent Curved Barbell 6g 6 Gauge	It was exactly what he wanted. A snug fit and the correct size. I bought for my other half. He loves it. Delivery was very good and received in a timely manner.
Kitchen	PUR 5 Cup Water Filter Pitcher CR-4000	Works great! Fits well in the fridge. The only reason it lost a star is that the bottom is not perfectly flat, which makes it rock some, which could be a disaster if bumped.
Kitchen	Brimma Leak Proof Fruit Infuser Water Bottle, Large 32 Oz.	I was so excited to get this infuser bottle I couldn't wait. I love that the bottle has a lid to it that opens and closes. Its convenient to carry and has a rubber grip to the sides so it doesn't slip when it gets wet. Its durable to spills of any kind and best part is it holds 32 oz of water!!! The infuser is great and stores a large amount of any fruit to your liking. I will tell many of my friends and family to purchase this item!<br />*disclaimer item was purchased at a low cost amount in return for a honest nonbiased review
Kitchen	silicone mold 2	Used for a baby shower cake.  Made white and pink out of choocolate.. looked like real buttons!  Adorable!
Kitchen	Dots Flatware, Sold by the Dozen	good quality
Jewelry	JOVIVI® Rock Crystal Divination Quartz Healing Point Chakra Pendant Beads	Beautiful Crystal Quartz stone purchased to wear on chain for healing qualities.
Kitchen	Bartelli Soft Edge Automatic Electric Can Opener - Red Battery Powered	This gadget is So Cool and Convenient!! Get It !!
Jewelry	Mens Stylish Heavy Anchor Necklace in Stainless Steel	complete crap. Massively disappointed by this pathetically flimsy and extremely feminine necklace. chain is suuuuuper thin and literally broke as I put it on the first time.....
Jewelry	DianaL Boutique Tinkerbell Fairy Earrings Green Crystal Wings Gift Boxed Tinker Bell	These were a gift the recipient loved them. They are beautiful in person and add a touch of magic to everyday life!
Kitchen	T-fal A85700 Specialty Nonstick One Egg Wonder Fry Pan, 4.75-Inch, Grey	The best little pan for frying up 1 perfectly shaped egg, and with a glass lid over it even if it doesnt fit perfectly, and low heat, I can even cook the top side of it as well with the steam trapped under the lid..<br />Love this !!!
Kitchen	Ninja Master Prep	Great to hv
Kitchen	Creative Converting Ocean Preppy Boy Giant Birthday Party Banner with Stickers	beautiful....
Kitchen	Viable Creations Handcrafted Bamboo Wooden Spoons with Cotton Muslin Bag - Set of 5	If you use wooden spoons and spatulas in your kitchen, and you should be.  Viable Creations culinary set is the best I have owned. This is a very nice set, they are heavy duty, very well-made, and they feel good in your hands- both ergonomic and smooth.<br />I’ve been using them for all of my cooking needs and I’m completely happy about my purchase. You will not be disappointed with the quality of this set. I’m also impressed with Viable Creations customer service, very professional and helpful with questions I had about maintaining the spoons. Hand wash with mild soap and apply olive oil or a food safe oil occasionally to keep them looking new.<br /><br />I highly recommend this company and this bamboo set. 5 out of 5 stars.
Jewelry	"JewelStop 14K Real Yellow Gold Blue Evil Eye Charm Pendant Necklace - 18"""	I love the necklace, I wear it all the time,
Jewelry	World Pride Claw Talon Finger Rings False Nail Style, Set of 5	Cool!
Kitchen	Miles Kimball Oven Crisper Pan	ALL WAS GREAT
Jewelry	REAL LEAF Aspen Hook Earrings Gold Plated	Christmas shopping early and will make an extra nice gift.
Kitchen	Reynolds Non-stick Foil 35 sq ft Roll (2 Pack)	I don't like using foil too much, it seems wasteful, but I use this when I'm in a hurry and don't want a lot of clean up.  It really cuts down on scrubbing/soaking time when I roast vegetables.  Roasted squashes, potatoes, or other root veggies, just slide off. Even aspargus with parmesan, the browned cheese slides off for a pretty serving and no scrubbing afterwards.
Jewelry	Grade 23 Solid Titanium Barbell with Balls (Sold Individually)	I'm mildly allergic to surgical steel, so this has been in my conche for a solid 4 months.  Every now and then a ball will fall off when I'm cleaning my ear, but that's to be expected with any jewelry.
Jewelry	Crystal Bridal Jewelry Sets Hotsale Necklace+earrings Classic Jewelry Wedding Accessory, Party Jewelry	Looks very cheesy I wouldn't purchase again
Kitchen	Progressive International PL8 Professional Mandolines	Nice size Mandoline. Cuts like a dream and is easy to use. Have wanted one for a long time and now I have one. I would recommend this to any one wanting a very good product and the price was right .
Kitchen	De'Longhi America EN750MB Nespresso Lattissima Pro Machine	You will have to adjust the settings to make larger amounts of liquid but I just hit the button twice, for Example if I want a Macchiato I let it go thru it's cycle and then I hit the button on the coffee side, the largest one (i forgot the name of it) its does not change the flavor at all!! Great machine! Oh and the milk is not cold going thru. but if you like it hotter just do the milk cleaning first and it will make are the parts the milk goes thru, hot.
Kitchen	BUNN MCU Single Cup Multi-Use Home Coffee Brewer	Great Coffee maker. Better than competitiors
Jewelry	14k Gold Endless Hoop Earrings	Poor quality. Requested  refund.
Kitchen	16 Piece Indoor/Outdoor Melamine Dinnerware Set RED	I love this set and I'm considering ordering another.  I ordered these to compliment my ceramic plates from Pier 1. They are so sturdy, that they seem like ceramic.  The small bowls were much smaller than expected, though, maybe only hold 2 tablespoons.
Jewelry	10k Gold Earrings with Heart Cutouts	Very small but pretty. They are light weight and look very nice.
Jewelry	"Sterling Silver Amber Celtic Design Pendant Necklace , 18"""	Very pretty pendant though the chain it comes on is flimsy.
Jewelry	Created Green Opal Heart Pendant Necklace Sterling Silver 1.50 Carats	My girlfriend loves it !! It's very beautiful, great craftsmanship!
Kitchen	Good Living Dishwasher-Safe Compact Ice Stick to Keep Drinks Chilled	I've comes out so easily. Does the trick
Kitchen	Hamilton Beach 40865 Glass Electric Kettle, 1.7-Liter	after using for a while now, the water after boiling appear to have unknown floats on the surface. looks dirty
Jewelry	1.75 Carat Black Princess Cut Cubic Zirconia CZ Sterling Silver Wedding Engagement Ring SZ 4	Ver y nice disgn and nice cut,... But the black metal changes color quickly!! But still a nice product
Jewelry	925 Sterling Silver CZ Heart Pink Crystal Promise Engagement Band Ring	The ring I not 925 it started changing colors.
Jewelry	Sterling Silver Five Plumeria Flower Necklace with Simulated Blue Opal	While I usually like my necklaces a tad bigger than this, it turns out I was won over by this necklace just the way it was. It is really so beautiful and eye-catching! It doesn't seem to matter that it is synthetic. It is equally as lovely as the earrings I got to match that were real.
Jewelry	Black Onyx Women Earrings Handmade 925 Sterling Silver hand cut Black Onyx 24mm, color Black 3g, Nickel and Cadmium Free, artisan unique handcrafted silver earrings jewelry for women - one of a kind world wide item with original Black Onyx gemstone - only 1 piece available	These earrings are even nicer in reality. They are lightweight and comfortable as well as attractive. Simple, yet elegant.
Jewelry	STR-0070 Stainless Steel Pink Carbon Fiber Inlay Band Ring	Awesome
Kitchen	T-fal SW6100 EZ Clean Easy to Clean Nonstick Sandwich and Waffle Maker with Removable Dishwasher Safe Plates, 2-Slice, Silver	poor quality, but it did work for like 2 years until it fell apart entirely
Kitchen	Paderno World Cuisine Spiral Vegetable Slicer / Countertop-Mounted Plastic Spiralizer Basic incl. 3 Different Blades Made of Stainless Steel	Still works
Kitchen	Tender Loving Meat Tenderizer 16 Blade, White with Stainless Steel Blades	I really like this unit! Make cheap cuts of meat taste like a Filet!
Jewelry	Genuine Screw Post 2.00 Carat Round Cubic Zirconia Earrings Basket Setting in 925 Sterling Silver	Too hard to screw and unscrew broke the post trying to get them off. But they are cute for the price
Jewelry	"Sterling Silver, Created Blue Sapphire, and Created White Sapphire Pendant Necklace, 18"""	Beautiful, and the wife really liked it.
Jewelry	Stainless Steel Pill Case Holder Cylinder Cremation Urn Memorial Pendant Necklace Keepsake -2.4mm	Love it
Jewelry	HIgh Polish 925 Sterling Silver Bar Necklace	This is a beautiful name bar chain except it did not come engraved. I filled out the part for the engraving, but it came with no name. I did not return it, I took it to a jeweler and had it engraved.
Jewelry	Yazilind Vintage Blue Heart Stone Chandelier Dangle Drop Hook Alloy Earrings Women Gift	Very pretty and a great buy
Kitchen	Wildkin Double Decker Lunch Bag	Great size, great colors!
Jewelry	Leather Jewelry Bracelet Box	I bought 10 of these to present bracelets to my home EC class. They all loved it.
Jewelry	Pink Ribbon Jewelry Crystal Rhinestone Interesting Ribbon Charm Necklace N71Pink	Beautiful!
Jewelry	Yazilind Teardrop Tibetan Silver Teardrop Turquoise Drop Dangle Earrings	Cute
Jewelry	Dxhycc 925 Sterling Silver Elegant Clip-on Button Style Floral Design Bracelet Bangle Jewellery	I loved my first bracelet so much that I ordered 3 more! I do have large wrists for a female so they are snug when closed but no doubt these will fit a &quot;average&quot; wrist just fine. I just wear mine open and layered them up and put a little spin on the traditional bangle style. I do have to say that the flower can get caught on things from time to time BUT these beauties have held up!
Kitchen	"Vivree Kitchen Tongs Set - Salad & Grill Stainless Steel Serving Tongs with Silicone Tips - 7"", 9""&12"" - Tongs"	These are wonderful tongs! I just used them for canning peach jam, and they were perfect in lifting lids and jars out of boiling water.
Kitchen	Keurig Stainless Steel Travel Mug	This travel mug serves its purpose in preventing leaks and spills, but it is not my favorite. It works great to keep your coffee hot for about an hour, and I can honestly say that it had never leaked. The unique button-release design is a simple yet effective approach to quickly taking a swig of coffee without having to fuss with cumbersome latches. However, there are two problems with this mug that I have encountered over a few months of use. 1. The hole that the coffee comes out of is much too small and makes it very difficult to sip hot coffee without burning yourself. This is a stark contrast to my yetti mug, which I use for both hot and cold beverages. 2. The lip of the plastic lid that you place into your mouth has a rough, grainy sort of texture. I prefer a slick, smooth plastic that resembles something closer to the feel of glass. Overall, I am satisfied with this purchase, and I received my mug in a timely fashion. But, this is not my go-to mug for coffee.
Kitchen	Murano Glass Collection Swirl Design Wine Pourer/Stopper	Beautiful wine stopper!!  Unique, because it is a functional 2-in-1 unit with the pourer and wine stopper.  Love it!  Would be a great gift or perfect Christmas stocking stuffer for your wine loving friends/family!!
Jewelry	Inox Flattened Oval Stainless Steel Hoop Earrings	Great earrings. Nice weight. Fast delivery
Kitchen	OXO Good Grips Turkey Baster	I actually bought this to siphon grease out of the frying pan, when I'm cooking high fat meats, like hamburger and bacon.  It works like a charm and it cleans beautifully.  I use it often.  I've thrown it into the dishwasher - no fuss no muss.  Such a great kitchen tool!
Jewelry	5MM Stainless Surgical Steel Twist Cable Magnet Bangle Cuff Bracelet	Fits wrist perfectly.  Great material.  Nice!
Jewelry	Sterling Silver Genuine Blue Topaz and Created Blue Sapphire Cluster Stud Earrings	These earrings are beautiful - the colors are just as vibrant as the picture, they are well set and they look great in the box. So I was bummed when they didn't show off as nice on my ears. Everybody's ears are different, so I'm trying not to generalize, but on my ears, 2/3 of the earrings were off of my lobes and because of the weight, they sort of pull forward where the pin goes through and back at the bottom, so the earring hangs slanted backward. So people see more of the top of the setting, than the actual stones and it's hard to appreciate how pretty they are! I've never had this particular issue with earrings before, so I think they may be just slightly oddly weighted to look their best once they are in your ears. Still, the blues  are great and set off blue eyes really well and I'm sure for other people's ears they may look just as great in your ears as they do in the box.
Jewelry	Bling Jewelry 316L Steel Simulated Opalite Belly Ring	Thought it was opal it's more like foggy clear. But it's cute
Kitchen	XBH Silicone Jello Chocolate Pudding Baking Mould Cake Decoration DIY Car/Bike Style	Using this for CP soap.  Nice 4.5 oz bar with tons of details.  Comes out of mold perfectly.  Mold is very pliable so be sure to have it on a sturdy board/tray if you plan on moving it after you pour them.
Kitchen	Fred & Friends COOL BEANS Coffee Ice Tray	I run a RAOK (The Random Acts of Kindness) group on FB and one thing I send to people is scented wax. This has been a great help to help with sending wax
Jewelry	INBLUE Men's Stainless Steel Pendant Necklace Silver Tone Cross -With 23 Inch Chain	Many comments love it , shows I stand with Christ .
Kitchen	Kikkerland Monkey Tea Infuser & Drip Tray	broke right away.
Jewelry	STR-0032 Stainless Steel Black and Red Carbon Fiber Inlay Band Ring Size 5-14; Comes With Free Gift Box	It ok what you see is what you get, nothing special.
Jewelry	Body Accentz&trade; Earrings Rings Fake Cheater Cross Plug 16 gauge - Sold as a pair	Nice size and fit perfectly. The black bands are removable so that you can clean under them.
Kitchen	Twister Jar Opener	Does not make the job, bad quality.
Kitchen	Vikalis Premium Silicone Cutting Board - Durable, Nonslip, Heat Resistant Board for Chopping & Cutting - Blue	I've only had this cutting board for a few days but I am totally impressed. Doesn't slip on the counter, dishwasher friendly.  Hope it wears well.
Jewelry	Catholic Women or Girls Glass Bead Rosary with White Zipper Vinyl Case	The item was returned because the quality was very poor. Overpriced too!
Kitchen	Rubbermaid Easy Find Lids Glass Food Storage Container, 8-piece Set (2856008)	It is kind of hard to get the lids off of some of them and on the other hand, one of the lids didn't fit tightly enough and food spilled.
Kitchen	Keurig Brewing System	I have had my K250 for about a month.  Before that I had the K40.  Both systems are very easy to use and make a great cup of coffee.  Coffee from a regular coffee maker doesn't seem to taste as good anymore. I would never go back to a regular coffee maker! The particular machine is very easy to use and the color options are great.  I personally have the turquoise and I love the colors vibrancy! I also love that this machine has an option to make your coffee stronger. I prefer to have the water reservoir to the side rather than the back of the machine. Having the reservoir to the side allows it to be removed easily for filling without having to move the machine each time or use a cup to fill it. I also wish it had an option to make the coffee hotter.  The temperature is good but adding cream definitely makes it a little cooler than I prefer.  Keurigs customer service is also impeccable.  I had pods that only worked with my old machine.  I called them and they replaced them for free and no questions asked!!! Overall this is an excellent machine for the cost.  I would buy it again and recommend it anyone!!! Keep up the good work Keurig!!!
Kitchen	BUNN HG Phase Brew 8-Cup Home Coffee Brewer	This coffee maker has doubled in price in one year so when you read the reviews you should consider that.  It makes coffee.  Period.  The lid leaks after putting in the dishwasher and I can't find a replacement carafe now.  It was fine for what I paid, but seriously. It just makes coffee like any other coffee maker.  I still have to heat it for 30 seconds for it to be hot enough for me just like I would any other normal coffee maker.
Jewelry	Fossil Stainless Steel Teardrop Hoop Earrings	My wife bought these because she has sensitive ear and even the &#34;sensitive&#34; ear rings cause her ear lobes to swell.  These work great and no swelling.  We will be purchasing more stainless steel ear rings in the future
Jewelry	Gold-Tone Mint-Colored Teardrop Earrings	Lovely,very delicate color!
Jewelry	TOOPOOT® Fashion Women Vintage Design Stack Above Knuckle Nail Ring Set of Six Rings	This is a nice assortment. I have used it to figure out if I want to step up to pricier rings in sterling or gold. In the meantime, be sure to give these a good coating of clear nail lacquer because the metal will oxidize and turn your skin green...I am not complaining, understand, it goes with the territory.
Kitchen	KitchenAid KSM155GB 5 Qt. Artisan Design Series Stand Mixer	Christmas gift to myself last year.  Such a beautiful and highly functional kitchen tool. I have the Candy Apple Red and it's a stunner. Great addition to my kitchen arsenal.  I agree with the other reviewers on the cheap look and feel to the utensils.  Disappointing. I bought the mixing utensil with the rubber scraper blades on the edges from Amazon and highly recommend it.  Overall, this mixer blends and mixes most ingredients like a dream. I have not used the mixer heavily and when I do use it I tend to make cookie dough.  I have made pizza dough a couple of times and it's so amazing.<br /><br />The last two times I made cookie dough the motor audibly struggled after I added 2-1/4 cups of flour. I feel like this should not be happening.  Understandable maybe if I was making a double batch.  I'm hoping this isn't the start of a bigger problem. This along with the low quality of the utensils is why this item is rated 4 stars.<br /><br />I also bought the metal mixing bowl and highly recommend the pour shield.
Kitchen	Best Wine Aerator Decanter. Significantly Better Taste In Seconds. Most Wanted Wine Accessories Gift	nice little devise...aerator works well and rinses out easy.
Kitchen	"Most Popular Glittering Silver Round Wedding Cake Stand 18"" for Multi-layer Cake"	Beautiful
Jewelry	Heirloom Finds Faceted Black Glass Crystal Bead Bracelet with Pave Magnetic Clasp	The clasp doesn't hold nearly as well as some magnetic bracelets I have.
Jewelry	RevoLity Best Friends Forever Three Part Necklace, Friendship Necklace with the Beautiful Gift Bag	If you are three best friends, this is the perfect gift to wear around your own neck and give to the two others. The metal looks like silver and the pendants are beautiful.
Kitchen	Ideal Home Range 16 Count Boston International 3-Ply Paper Guest Towel Napkins, Linen Tea Rose	Lovely pattern, nice thickness. These guest towels/napkins look beautiful when displayed. Set them out for guests and although I received a few compliments on them,  not a one was used. Very happy with this purchase.
Kitchen	Breville BJS600XL Fountain Crush Masticating Slow Juicer	Great juicer! I was skeptical of buying a juicer because i'd figured we wouldn't use it due to the pain of cleaning it.  I was wrong, we use it almost every day, it's easy to clean compared to most centrifuge juicers especially if you clean right after juicing, you can do a quick rinse of the parts and leave to dry.  The only caveat is leafy greens, they really make a mess inside the juicer mesh... Love this juicer!!!
Kitchen	Set of 3 - 3 1/2 Gallon Food-grade White Bucket and Lid	Virtually brand new; Clean; Spotless; No smells or odors; However! mine have plastic instead of wire bails as shown in the picture - otherwise A-OK!
Kitchen	Lenox Butterfly Meadow Thermal Travel Mug, A	Love the design of this mug.  Keep cold drinks cold and hot drinks as close to hot as you can get.
Jewelry	Elegant Fashion Jewelry 925 Silver Plated Stud Dangle Earings Eardrop Shell With Purple Zircon	very pretty nice design beautiful color to the stones . nice length.
Kitchen	Vandor 18051 Hello Kitty 16 oz Plastic Travel Mug, Pink	My sisters likes it
Kitchen	Sorbus® Silicone Fluted Mold Bunt Pan-Spiral	Impressed the guests with a fancy cake. So easy to pop cake out and clean.
Kitchen	Breville BOV650XL the Compact Smart Oven Stainless Steel	Look elsewhere. Invested $200 in this oven and it stopped working in less than two years. I used it for heating up food less than 20 mins at a time on average three times a week. Contacted customer support and they offered to repair it for $99.00. I'll take my chances with a $50 oven at Target for now on.
Kitchen	Pretty in Pink Girl Chihuahua Glass Salt and Pepper Shaker Set with Holder Figurine in Dog Statues & Sculptures and Decorative Southwestern Kitchen Decor Gifts by Home-n-Gifts	I bought this &#34;Pretty in Pink Girl Chihuahua salt & pepper shaker set&#34; for my sister for a Christmas present.  It is adorable.  She will love it.
Jewelry	Sterling Silver Diamond Heart Ring (1/4 cttw, I-J Color, I3 Clarity)	Beautiful ring! I love how it sparkles, and that, while it's a &#34;heart&#34; ring, it doesn't scream HEART in a juvenile, flashy, or over-the-top way. It's very elegant and classy, and the size 8 fits exactly as expected. I'm so excited about this gorgeous ring!
Kitchen	Ikea 102.710.91 Bygel Container	Priced higher if compared to ikea price. But at least I didn't have to drive all the way to the store! I'd purchase again!
Jewelry	Sterling Silver Anchor of My Soul Ring (Sizes 2-15)	I have been wearing this ring daily for about 3 months. I constantly wash my hands at work and the ring is still shiny.
Jewelry	(Pack of 3) 20G Nose Piercing L - Shaped Ferido Ball 316L Surgical Steel Ring	pretty
Jewelry	XOXO - Stainless Steel Magnetic Therapy Necklace	Exactly as described. Great quality
Kitchen	Wilton W2811165 Glow in The Dark Candles, 3-Inch, Celebration, 10-Pack	Worked perfectly. They glow
Kitchen	Bellemain Spice Gripper Clip Strips for Plastic Jars - Set of 3, Holds 12 Jars	Love it
Kitchen	Cuisinart 12-Piece Knife Set	Exactly what I wanted.
Kitchen	"TeChef - Color Pan 12"" Frying Pan"	Two months into it and it works like new. Easy cleanup and great nonstick quality
Jewelry	Hony Mk Logo Gold Small Lock Metal Chain Letters Bracelet Bracelet	Looks great to small for my wrist.
Kitchen	C.R. Gibson Pocket Page Recipe Book by Lotta Jansdotter, Fresh	This comes complete with recipe cards and index cards. Good value. Looks nice. Good quality.
Kitchen	"Chalkboard Labels, Set of 40, Premium Reusable Waterproof Peel and Stick for Jars, Pantries, Canisters, Bottles - 2""x3.5"" Labels"	Just got these and am labeling everything in sight! They are so cute, stick on easily and are easy to write on! Looks like I'm going to need more! Carol
Jewelry	"Gold IP Non-Piercing Septum Hanger 3/8"" (Sold Individually) & FREE ITEMS"	Fits right in ur nose, I haven't worn it out yet but it has a tight grasp, especially if you push it up further, although it is smaller than I thought it would be.
Jewelry	"Mens Stainless Steel Pill Cross Necklace Pendant - Black & Silver, 21"" Inches Chain"	This little item on my key chain is hardly noticeable.  It's very small but perfect for holding a half dozen nitro pills.  Just so you know, it's too small for a full size aspirin.  I'm glad I got it.
Kitchen	The Keurig Rivo Cappuccino and Latte System	Over all I've very pleased with the machine after operating it.  I've owned several espresso machines over the years that were messy end results were so so.  The only down size I've seen so far is that the machine is not very consistent from shot to shot as far as volume. The guide says output should be 1.4 oz for a short and I've seen it shoot ,and I've seen it go from 1 oz to 1.4 oz . The issue seems to stem from the Rivo cups  not getting punctures at the bottom all the way. The frothing part of the machine works perfectly.
Kitchen	Glass Dharma Beautiful Bends Glass Straw	I loved this straw while it lasted. I used it for my hot tea in the monring. Unfortunately I dropped it on my kitchen floor and it shattered. I will definitely be ordering a replacement. Well worth the investment.
Kitchen	Thermos Intak Hydration Water Bottle with Meter	Best bottle ever
Kitchen	Great deal HOT SALE Live Laugh Love Removable Wall Vinyl Quote Sticker Art Mural Decal Room	Hard to apply and won't stay on the wall! Took forever to receive!
Jewelry	1 Pair of 00 Gauge (00G - 10mm) Cotton Candy Rosebud Black Acrylic Plugs	First let me start by saying this is the first flower gauges iv liked so I decided to go for it they were extremely nicely packed and when I looked at they they were amazing so worth the money and I am very happy
Kitchen	Debbie Meyer 32 Piece UltraLite GreenBoxes - Green	I love these storage boxes.  I get my salads ready for work at the beginning of the week and don't have to worry that the romaine will be brown at the end of the week.  They seal well, so no accidents or spills. I have also stored open cucumbers without worry of early spoilage.  Herbs keep well.  Berries also.  Produce is expensive to throw out after just a few days. These little &#34;miracle&#34; green boxes help me save time and money.
Jewelry	King Will CLASSIC 8mm High Polished Center / Matte Finish Men's Tungsten Ring Wedding Band Comfort Fit	My husband loved the replacement ring I purchased him. For the price, the quality was great. He likes it better than the white gold ring he lost.
Jewelry	"Sterling Silver Open Twisted Star Pendant Necklace, 18"""	Very pretty and received compliments on it.
Jewelry	Liroyal Crystal Peacock Bracelet	it's nice but Size is little Bigger.
Jewelry	Stainless Steel and Black IP 3 Pieces Cubic Zirconia Wedding Ring Set Size 5-10 SPJ	I like it better than my expensive ring.
Kitchen	Misto Aluminum Olive Oil Sprayer	good idea
Jewelry	RUNRUN 2MM/2.4MM 316L Stainless Steel Bamboo Necklace Chain,Length 16''-32''	This chain is absolutely gorgeous,  I wish i had bought more.  I will be back for sure!! It took a little longer to get but it still arrived before the expected delivery date. I hope more of these will be available!! For the price I can't believe how attractive this is. It's now my favorite stainless steel chain! Thank you!
Kitchen	Progressive GMMC-50 Microwave Plate Set, White, 9-3/4-In., 4-Pc.	when i opened my plates the chemical smell was awful. i aired them out for two days and they still smell. i plan on soaking them over night, and if they still smell will need to return them.
Jewelry	"Stainless Steel Yellow Stirrup Link Bracelet, 7.75"""	It's shiny and beautiful.  I love it so much!  I was so excited for it to arrive and when it did I didn't think I could get the box open fast enough.  And it was even more wonderful than I expected.  It's just gorgeous.  Dainty.  Very shiny and beautiful patina.  The photos don't nearly do it justice.
Kitchen	Corn Kerneler Kitchen Tool	used it ok but take time when you use it hold it steady
Jewelry	14K Gold White Freshwater Cultured Pearl Stud Earrings - AAAA Quality	I bought these as a birthday gift for my friend who lives in a another state. When she came to visit, she told me she loved them. Based on that, giving this a 5 rating
Kitchen	Demeyere 4-Cup Egg Cooker/Poacher	I love this thing!  Still need to spray in some PAM before you drop the eggs in the cups, but once you do, and the eggs are done, you just flip the cups over and out the eggs come.  Short prep time, fast cooking and easy cleanup.
Jewelry	Huge 25MM Kite Hip Hop Earrings Iced-Out Gold Finish Screw Back Micro Pave	Not worth buying....
Kitchen	Chef's Star Smooth Edge Automatic Electric Can Opener  4 AA Batteries Are Included	The clip to keep the batteries in was broken when i got it. Otherwise worked great
Kitchen	Paula Deen Signature Nonstick Cookware Set	Just as advertised.  Love, Love, Love it.
Jewelry	Fashion Vintage Big Skull Pendant With Chain Necklace	was disapointed with it
Jewelry	"Children's Sterling Silver Swarovski-Created Birthstone Heart Necklace with Cultured Pearl, 14"""	Bought this for my daughter and I'm absolutely in love with it. ADORABLE
Kitchen	BlenderBottle Classic Shaker Bottle	I put my mixeD powder in this with milk and it does the trick.
Kitchen	Mcusta Zanmai Classic 3.5-inch Paring Knife	We own several Shun knives, to be honest, this blade is better. It has better edge retention and is very hard. The handle is excellent, this is my GO-TO knife. I use it for everything. Don't be scared, just get it. It is one purchase you will NEVER regret!
Kitchen	Wilton Sparkling Sugar	Exactly what I was looking for.
Jewelry	"Kenneth Cole New York ""Teal Petrol"" Mixed Geometric Faceted Bead Necklace"	Love it!
